"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","project"
"101","codmine00102","Manze",2023-04-17,"Ituri",1200,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DGRPI",NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"102","codmine00103","Amani I",2013-09-23,"Ituri",500,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"103","codmine00104","Amani II",2013-09-23,"Ituri",400,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"104","codmine00105","Etoile",2013-09-23,"Ituri",85,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"105","codmine00106","Mines",2023-04-20,"Ituri",850,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","Jeunesse Autodéfense Zaïre","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface pour ramener au broyage","IPIS - Madini"
"106","codmine00107","Tsatsaku",2023-04-14,"Ituri",800,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","Observed","Jeunesse Autodéfense Zaïre","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Afridex","No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface","IPIS - Madini"
"107","codmine00109","Mungu nuti",2013-09-24,"Ituri",215,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"108","codmine00111","Sandra Centre",2023-04-10,"Ituri",16,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - Madini"
"109","codmine00112","Baluma moteur",2023-04-03,"Ituri",160,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface","IPIS - Madini"
"110","codmine00113","Benediction divine",2013-09-24,"Ituri",NA,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"111","codmine00114","Lyikidha",2013-09-24,"Ituri",NA,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"112","codmine00115","Beberse",2013-09-25,"Ituri",1500,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"113","codmine00116","Makala",2013-09-25,"Ituri",1800,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"114","codmine00117","Senzere",2018-09-01,"Ituri",2500,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Energie","DGRPI","No traceability program","None","Observed","Concassage, Transport des minerais, Traiter les déchets","IPIS - Ulula 2018"
"115","codmine00118","Dix sept",2018-09-04,"Ituri",350,"Car or Motorbike","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Concassage, Traiter les déchets","IPIS - Ulula 2018"
"116","codmine00119","Mulanday",2013-09-25,"Ituri",630,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"117","codmine00120","Compacteur",2013-09-25,"Ituri",150,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"118","codmine00121","Kanga",2018-09-03,"Ituri",25,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"119","codmine00122","Baru",2018-08-31,"Ituri",22,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Concassage, Transport des minerais, Traiter les déchets","IPIS - Ulula 2018"
"120","codmine00123","Desert",2013-09-26,"Ituri",600,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"121","codmine00124","Kpangba",2013-09-26,"Ituri",800,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"122","codmine00125","Paradiso",2013-09-26,"Ituri",2000,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"123","codmine00126","Nokono",2013-09-26,"Ituri",2500,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"124","codmine00127","Wema",2013-09-26,"Ituri",700,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"125","codmine00128","Belgica",2013-09-26,"Ituri",550,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"126","codmine00129","Mapendano",2013-09-27,"Ituri",500,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"127","codmine00130","Vis a vis",2013-09-27,"Ituri",1100,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"128","codmine00131","Dedha",2013-09-27,"Ituri",430,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"129","codmine00132","Frigo",2018-09-04,"Ituri",150,"Car or Motorbike","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"130","codmine00133","Itendey",2013-09-28,"Ituri",400,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"131","codmine00134","Gbado",2013-09-28,"Ituri",850,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"132","codmine00135","Mayolo",2013-09-28,"Ituri",1200,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"133","codmine00136","Penge",2018-09-05,"Ituri",123,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"134","codmine00137","Camp trois",2018-09-08,"Ituri",240,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPI",NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Creuser","IPIS - Ulula 2018"
"135","codmine00138","Petsi",2018-09-12,"Ituri",48,"Car or Motorbike","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"136","codmine00139","Londje",2018-09-11,"Ituri",16,"Car or Motorbike","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","FFN",NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"137","codmine00140","Atandele",2013-09-29,"Ituri",200,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"138","codmine00141","Qui cherche trouve",2013-09-30,"Ituri",180,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"139","codmine00142","Abarikiwe",2014-01-29,"Ituri",35,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"140","codmine00143","Parking",2014-02-01,"Ituri",150,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"141","codmine00144","Saio",2014-02-01,"Ituri",70,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"142","codmine00145","Poipo",2014-02-01,"Ituri",125,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"143","codmine00146","D7 I",2014-02-01,"Ituri",65,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"144","codmine00147","D7 II",2014-02-01,"Ituri",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"145","codmine00148","Tilidja",2014-02-01,"Ituri",210,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"146","codmine00149","Dilolo",2022-08-19,"Ituri",120,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface","IPIS - USAID"
"147","codmine00150","Vis à vis",2022-09-11,"Ituri",230,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Usage du mercure, Ramasser les pierres en surface pour ramener au broyage","IPIS - USAID"
"148","codmine00151","Lele modi",2022-08-20,"Ituri",320,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure","IPIS - USAID"
"149","codmine00152","Nzani",2014-02-03,"Ituri",150,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"150","codmine00153","Kolwezi",2022-08-23,"Ituri",2600,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,"SAEMAPE","Division des mines","Chefferie","Afridex","No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"151","codmine00154","Boma",2022-08-21,"Ituri",1500,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"152","codmine00155","Kalemie",2022-09-07,"Ituri",58,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"153","codmine00156","Confluent Wele - Aru",2022-08-23,"Ituri",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"154","codmine00157","Kpangba I",2022-08-31,"Ituri",87,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"155","codmine00158","Awu Central",2022-09-12,"Ituri",35,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","Autodéfense Zaïre","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"156","codmine00159","Uloo",2022-09-04,"Ituri",0,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","CODECO","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"157","codmine00160","Anzumu",2022-09-05,"Ituri",180,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","Observed","CODECO","Aléatoire","Autodéfense Zaïre","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"158","codmine00161","Kpangba",2014-02-04,"Ituri",40,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"159","codmine00162","Shaba",2022-08-28,"Ituri",650,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Autodéfense Zaïre","Plus d'une fois par semaine","CODECO","Aléatoire",NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface pour ramener au broyage","IPIS - USAID"
"160","codmine00163","Aru danger",2014-02-07,"Ituri",70,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"161","codmine00164","Anyey",2014-02-07,"Ituri",110,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"162","codmine00165","Yey",2022-09-11,"Ituri",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"163","codmine00166","Apodo vieux sage",2022-09-10,"Ituri",26,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"164","codmine00167","Aru chute",2022-09-11,"Ituri",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"165","codmine00168","Amani Mbi",2014-02-09,"Ituri",2100,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"166","codmine00169","Ndr'ba",2014-02-10,"Ituri",180,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"167","codmine00170","Zada",2014-02-10,"Ituri",120,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"168","codmine00171","Mbau",2014-02-10,"Ituri",NA,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"169","codmine00172","Bii zawadi",2014-02-11,"Ituri",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"170","codmine00173","Koli",2014-02-11,"Ituri",135,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"171","codmine00174","Kalise",2014-02-11,"Ituri",60,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"172","codmine00175","Mindju",2014-02-11,"Ituri",200,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"173","codmine00176","Tujenge",2014-02-11,"Ituri",75,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"174","codmine00177","Mangala",2021-11-21,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"175","codmine00178","Lelemia",2021-11-21,"Nord-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"176","codmine00179","Gbado",2021-11-21,"Nord-Kivu",18,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
